SMS_pers_legacy_id_ssd1,SMS_pers_person_id_ssd1,SMS_pers_legacy_id_ssd2,SMS_pers_person_id_ssd2,SMS_pers_legacy_id_ssd3,SMS_pers_person_id_ssd3,Az_pers_legacy_id_ssd1,Az_pers_person_id_ssd1,Az_pers_legacy_id_ssd2,Az_pers_person_id_ssd2,Az_pers_legacy_id_ssd3,Az_pers_person_id_ssd3,cincplac_pers_legacy_id,cincplac_pers_person_id
P4088253,112983,P4088253,112983,P3143486,68222,P4088253,112983,P4088253,112983,P3143486,68222,7049126,7049126
P4088332,113017,P4088332,113017,P3143606,68336,P4088332,113017,P4088332,113017,P3143606,68336,7049127,7049127
P4088381,113042,P4088381,113042,P3143607,68337,P4088381,113042,P4088381,113042,P3143607,68337,P4136859,132510
P4088508,113091,P4088508,113091,P3143854,68564,P4088508,113091,P4088508,113091,P3143854,68564,P4138222,133105
P4088518,113096,P4088518,113096,P3143982,68678,P4088518,113096,P4088518,113096,P3143982,68678,P4138367,133187
P4088558,113112,P4088558,113112,P3144302,68963,P4088558,113112,P4088558,113112,P3144302,68963,P4138754,133381
P4088609,113124,P4088609,113124,P3144533,69168,P4088609,113124,P4088609,113124,P3144533,69168,P4138760,133384
P4089678,113507,P4089678,113507,P3144570,69202,P4089678,113507,P4089678,113507,P3144570,69202,P4138908,133437
P4089745,113522,P4089745,113522,P3144571,69203,P4089745,113522,P4089745,113522,P3144571,69203,7207975,7207975
P4089829,113556,P4089829,113556,P3144809,69423,P4089829,113556,P4089829,113556,P3144809,69423,P4195762,162248
P4090019,113612,P4090019,113612,P3144944,69533,P4090019,113612,P4090019,113612,P3144944,69533,P4195764,162250
P4090272,113723,P4090272,113723,P3145042,69618,P4090272,113723,P4090272,113723,P3145042,69618,P4195945,162351
P4090301,113740,P4090301,113740,P3145280,69834,P4090301,113740,P4090301,113740,P3145280,69834,P4195946,162352
P4090583,113838,P4090583,113838,P3145374,69922,P4090583,113838,P4090583,113838,P3145374,69922,P4195960,162358
P4090617,113853,P4090617,113853,P3145490,70021,P4090617,113853,P4090617,113853,P3145490,70021,P4139610,133742
P4090637,113863,P4090637,113863,P3145587,70102,P4090637,113863,P4090637,113863,P3145587,70102,P4140234,134009
P4090638,113864,P4090638,113864,P3145808,70294,P4090638,113864,P4090638,113864,P3145808,70294,7049678,7049678
P4090932,113973,P4090932,113973,P3146030,70492,P4090932,113973,P4090932,113973,P3146030,70492,7049679,7049679
P4091411,114183,P4091411,114183,P3146231,70673,P4091411,114183,P4091411,114183,P3146231,70673,P4196303,162524
P4091510,114221,P4091510,114221,P3146348,70777,P4091510,114221,P4091510,114221,P3146348,70777,7208236,7208236
P4092042,114413,P4092042,114413,P3146397,70821,P4092042,114413,P4092042,114413,P3146397,70821,P4141257,134471
P4092068,114426,P4092068,114426,P3146477,70895,P4092068,114426,P4092068,114426,P3146477,70895,P4141330,134487
P4092510,114609,P4092510,114609,P3146581,70991,P4092510,114609,P4092510,114609,P3146581,70991,P4141347,134495
P4092741,114686,P4092741,114686,P3146601,71011,P4092741,114686,P4092741,114686,P3146601,71011,P4141566,134599
P4092910,114745,P4092910,114745,P3146971,71343,P4092910,114745,P4092910,114745,P3146971,71343,P4141720,134665
P4092939,114755,P4092939,114755,P3147063,71427,P4092939,114755,P4092939,114755,P3147063,71427,P4141908,134758
P4093135,114827,P4093135,114827,P3147340,71684,P4093135,114827,P4093135,114827,P3147340,71684,P4141987,134790
P4093270,114885,P4093270,114885,P3147703,72001,P4093270,114885,P4093270,114885,P3147703,72001,7208429,7208429
P4093546,114985,P4093546,114985,P3147864,72146,P4093546,114985,P4093546,114985,P3147864,72146,P4142423,134971
P4093657,115022,P4093657,115022,P3148044,72309,P4093657,115022,P4093657,115022,P3148044,72309,P4142584,135038
P4093685,115037,P4093685,115037,P3148205,72453,P4093685,115037,P4093685,115037,P3148205,72453,S742385,7132221
P4093701,115046,P4093701,115046,P3148276,72519,P4093701,115046,P4093701,115046,P3148276,72519,7050059,7050059
P4093815,115095,P4093815,115095,P3148589,72810,P4093815,115095,P4093815,115095,P3148589,72810,7050062,7050062
P4093816,115096,P4093816,115096,P3148645,72861,P4093816,115096,P4093816,115096,P3148645,72861,P4143230,135336
P4093924,115134,P4093924,115134,P3148859,73063,P4093924,115134,P4093924,115134,P3148859,73063,7208698,7208698
P4094364,115263,P4094364,115263,P3149039,73225,P4094364,115263,P4094364,115263,P3149039,73225,7050192,7050192
P4094467,115302,P4094467,115302,P3149217,73388,P4094467,115302,P4094467,115302,P3149217,73388,7050241,7050241
P4094817,115473,P4094817,115473,P3149262,73431,P4094817,115473,P4094817,115473,P3149262,73431,7050336,7050336
P4095032,115544,P4095032,115544,P3149359,73519,P4095032,115544,P4095032,115544,P3149359,73519,P4144009,135695
P4095213,115620,P4095213,115620,P3149562,73694,P4095213,115620,P4095213,115620,P3149562,73694,P4144222,135800
P4095325,115660,P4095325,115660,P3149730,73839,P4095325,115660,P4095325,115660,P3149730,73839,P4144250,135811
P4095377,115686,P4095377,115686,P3149882,73985,P4095377,115686,P4095377,115686,P3149882,73985,P4144253,135813
P4095622,115769,P4095622,115769,P3150029,74098,P4095622,115769,P4095622,115769,P3150029,74098,P4144254,135814
P4096134,115936,P4096134,115936,P3150046,74113,P4096134,115936,P4096134,115936,P3150046,74113,P4197293,163099
P4096224,115961,P4096224,115961,P3150186,74249,P4096224,115961,P4096224,115961,P3150186,74249,P4197326,163113
P4096230,115966,P4096230,115966,P3150366,74410,P4096230,115966,P4096230,115966,P3150366,74410,P4197337,163119
P4096334,115993,P4096334,115993,P3150367,74411,P4096334,115993,P4096334,115993,P3150367,74411,7050376,7050376
P4096636,116091,P4096636,116091,P3150541,74570,P4096636,116091,P4096636,116091,P3150541,74570,P4144635,135998
P4096868,116181,P4096868,116181,P3150647,74663,P4096868,116181,P4096868,116181,P3150647,74663,P4144964,136167
P4096891,116189,P4096891,116189,P3150664,74679,P4096891,116189,P4096891,116189,P3150664,74679,P4197780,163330
P4096978,116232,P4096978,116232,P3150670,74685,P4096978,116232,P4096978,116232,P3150670,74685,7208750,7208750
P4097996,116582,P4097996,116582,P3150709,74723,P4097996,116582,P4097996,116582,P3150709,74723,P4198052,163491
P4098037,116602,P4098037,116602,P3150750,74754,P4098037,116602,P4098037,116602,P3150750,74754,7050624,7050624
P4098046,116604,P4098046,116604,P3150822,74817,P4098046,116604,P4098046,116604,P3150822,74817,7208901,7208901
P4098593,116786,P4098593,116786,P3150848,74841,P4098593,116786,P4098593,116786,P3150848,74841,7208914,7208914
P4098594,116787,P4098594,116787,P3150849,74842,P4098594,116787,P4098594,116787,P3150849,74842,7208915,7208915
P4099272,117034,P4099272,117034,P3150912,74903,P4099272,117034,P4099272,117034,P3150912,74903,P4146110,136764
P4099551,117126,P4099551,117126,P3150913,74904,P4099551,117126,P4099551,117126,P3150913,74904,P4146565,137027
P4099727,117192,P4099727,117192,P3150925,74916,P4099727,117192,P4099727,117192,P3150925,74916,P4146566,137028
P4100376,117435,P4100376,117435,P3150987,74977,P4100376,117435,P4100376,117435,P3150987,74977,7209064,7209064
P4100543,117508,P4100543,117508,P3151038,75024,P4100543,117508,P4100543,117508,P3151038,75024,7209065,7209065
P4100603,117520,P4100603,117520,P3151086,75062,P4100603,117520,P4100603,117520,P3151086,75062,P4147068,137330
P4101386,117819,P4101386,117819,P3151103,75076,P4101386,117819,P4101386,117819,P3151103,75076,P4147238,137417
P4102362,118205,P4102362,118205,P3151106,75079,P4102362,118205,P4102362,118205,P3151106,75079,P4147409,137513
P4102702,118377,P4102702,118377,P3151353,75296,P4102702,118377,P4102702,118377,P3151353,75296,P4147958,137757
P4102874,118445,P4102874,118445,P3151354,75297,P4102874,118445,P4102874,118445,P3151354,75297,P4147959,137758
P4103238,118631,P4103238,118631,P3151434,75373,P4103238,118631,P4103238,118631,P3151434,75373,P4198767,163882
P4103379,118681,P4103379,118681,P3151489,75427,P4103379,118681,P4103379,118681,P3151489,75427,P4198770,163885
P4103775,118834,P4103775,118834,P3151790,75702,P4103775,118834,P4103775,118834,P3151790,75702,P4148379,137965
P4103957,118907,P4103957,118907,P3151953,75844,P4103957,118907,P4103957,118907,P3151953,75844,P4148547,138051
P4104139,119012,P4104139,119012,P3151973,75864,P4104139,119012,P4104139,119012,P3151973,75864,7209296,7209296
P4104154,119021,P4104154,119021,P3152260,76112,P4104154,119021,P4104154,119021,P3152260,76112,P4198883,163941
P4104155,119022,P4104155,119022,P3152449,76282,P4104155,119022,P4104155,119022,P3152449,76282,P4148896,138239
P4104178,119037,P4104178,119037,P3152526,76354,P4104178,119037,P4104178,119037,P3152526,76354,P4148915,138252
P4104522,119159,P4104522,119159,P3152677,76490,P4104522,119159,P4104522,119159,P3152677,76490,P4149411,138516
P4104560,119181,P4104560,119181,P3152700,76513,P4104560,119181,P4104560,119181,P3152700,76513,P4149870,138720
P4104673,119237,P4104673,119237,P3152775,76581,P4104673,119237,P4104673,119237,P3152775,76581,P4149876,138725
P4104739,119260,P4104739,119260,P3152800,76605,P4104739,119260,P4104739,119260,P3152800,76605,P4149911,138735
P4104756,119266,P4104756,119266,P3153153,76917,P4104756,119266,P4104756,119266,P3153153,76917,P4149912,138736
P4105049,119384,P4105049,119384,P3153165,76923,P4105049,119384,P4105049,119384,P3153165,76923,7051216,7051216
P4105055,119387,P4105055,119387,P3153303,77051,P4105055,119387,P4105055,119387,P3153303,77051,S746733,7133431
P4105190,119441,P4105190,119441,P3153311,77059,P4105190,119441,P4105190,119441,P3153311,77059,P4199294,164145
P4105206,119450,P4105206,119450,P3153397,77122,P4105206,119450,P4105206,119450,P3153397,77122,P4199440,164222
P4105882,119742,P4105882,119742,P3153428,77152,P4105882,119742,P4105882,119742,P3153428,77152,P4199502,164253
P4105985,119792,P4105985,119792,P3153556,77272,P4105985,119792,P4105985,119792,P3153556,77272,P4199512,164259
P4106068,119818,P4106068,119818,P3153588,77304,P4106068,119818,P4106068,119818,P3153588,77304,P4199629,164312
P4106380,119940,P4106380,119940,P3153613,77329,P4106380,119940,P4106380,119940,P3153613,77329,P4150059,138810
P4107059,120203,P4107059,120203,P3153672,77387,P4107059,120203,P4107059,120203,P3153672,77387,P4150202,138889
P4107258,120271,P4107258,120271,P3153675,77390,P4107258,120271,P4107258,120271,P3153675,77390,P4150468,139024
P4107283,120281,P4107283,120281,P3153676,77391,P4107283,120281,P4107283,120281,P3153676,77391,P4150673,139116
P4107587,120378,P4107587,120378,P3153902,77606,P4107587,120378,P4107587,120378,P3153902,77606,P4151226,139374
P4107624,120389,P4107624,120389,P3154452,78119,P4107624,120389,P4107624,120389,P3154452,78119,P4151389,139453
P4107657,120400,P4107657,120400,P3154453,78120,P4107657,120400,P4107657,120400,P3154453,78120,P4151395,139459
P4107881,120469,P4107881,120469,P3154454,78121,P4107881,120469,P4107881,120469,P3154454,78121,P4151416,139470
P4107929,120489,P4107929,120489,P3154626,78281,P4107929,120489,P4107929,120489,P3154626,78281,7209680,7209680
P4108000,120501,P4108000,120501,P3154645,78299,P4108000,120501,P4108000,120501,P3154645,78299,P4200241,164635
P4108037,120523,P4108037,120523,P3154713,78366,P4108037,120523,P4108037,120523,P3154713,78366,7051751,7051751
P4108190,120572,P4108190,120572,P3154715,78368,P4108190,120572,P4108190,120572,P3154715,78368,P4152713,140115
P4108693,120788,P4108693,120788,P3154803,78454,P4108693,120788,P4108693,120788,P3154803,78454,P4152951,140248
P4108762,120804,P4108762,120804,P3154875,78510,P4108762,120804,P4108762,120804,P3154875,78510,7051833,7051833
P4109010,120918,P4109010,120918,P3154922,78555,P4109010,120918,P4109010,120918,P3154922,78555,7209850,7209850
P4109285,121023,P4109285,121023,P3155147,78736,P4109285,121023,P4109285,121023,P3155147,78736,P4200350,164691
P4109665,121150,P4109665,121150,P3155183,78770,P4109665,121150,P4109665,121150,P3155183,78770,P4200353,164692
P4109683,121156,P4109683,121156,P3155203,78788,P4109683,121156,P4109683,121156,P3155203,78788,P4200356,164695
P4110273,121395,P4110273,121395,P3155225,78803,P4110273,121395,P4110273,121395,P3155225,78803,P4200417,164723
P4110399,121447,P4110399,121447,P3155252,78830,P4110399,121447,P4110399,121447,P3155252,78830,P4153131,140327
P4110484,121481,P4110484,121481,P3155555,79119,P4110484,121481,P4110484,121481,P3155555,79119,P4153138,140330
P4110679,121559,P4110679,121559,P4000483,79224,P4110679,121559,P4110679,121559,P4000483,79224,P4153311,140412
P4110691,121564,P4110691,121564,P4000640,79278,P4110691,121564,P4110691,121564,P4000640,79278,P4153476,140488
P4110711,121575,P4110711,121575,P4000946,79375,P4110711,121575,P4110711,121575,P4000946,79375,P4153687,140579
P4111017,121698,P4111017,121698,P4000986,79394,P4111017,121698,P4111017,121698,P4000986,79394,P4153741,140605
P4111223,121756,P4111223,121756,P4001020,79402,P4111223,121756,P4111223,121756,P4001020,79402,7051885,7051885
P4111433,121846,P4111433,121846,P4001162,79468,P4111433,121846,P4111433,121846,P4001162,79468,7210052,7210052
P4111563,121898,P4111563,121898,P4001817,79744,P4111563,121898,P4111563,121898,P4001817,79744,P4154113,140799
P4111685,121949,P4111685,121949,P4001967,79787,P4111685,121949,P4111685,121949,P4001967,79787,7210207,7210207
P4111842,122016,P4111842,122016,P4002019,79813,P4111842,122016,P4111842,122016,P4002019,79813,7210218,7210218
P4111937,122044,P4111937,122044,P4002088,79846,P4111937,122044,P4111937,122044,P4002088,79846,P4154673,141052
P4112180,122121,P4112180,122121,P4002250,79903,P4112180,122121,P4112180,122121,P4002250,79903,P4201173,165069
P4112391,122186,P4112391,122186,P4002435,79982,P4112391,122186,P4112391,122186,P4002435,79982,P4201192,165077
P4112866,122390,P4112866,122390,P4002456,79994,P4112866,122390,P4112866,122390,P4002456,79994,P4201202,165084
P4112871,122393,P4112871,122393,P4002484,80001,P4112871,122393,P4112871,122393,P4002484,80001,P4201203,165085
P4112914,122414,P4112914,122414,P4002880,80165,P4112914,122414,P4112914,122414,P4002880,80165,7210316,7210316
P4112950,122431,P4112950,122431,P4002900,80178,P4112950,122431,P4112950,122431,P4002900,80178,7210392,7210392
P4113328,122560,P4113328,122560,P4003128,80246,P4113328,122560,P4113328,122560,P4003128,80246,P3142986,67791
P4114087,122835,P4114087,122835,P4003140,80253,P4114087,122835,P4114087,122835,P4003140,80253,P4156300,141805
P4114325,122907,P4114325,122907,P4003217,80278,P4114325,122907,P4114325,122907,P4003217,80278,P4156311,141813
P4114385,122925,P4114385,122925,P4003430,80352,P4114385,122925,P4114385,122925,P4003430,80352,P4156368,141837
P4114839,123082,P4114839,123082,P4003583,80393,P4114839,123082,P4114839,123082,P4003583,80393,P4156752,142021
P4114853,123089,P4114853,123089,P4003584,80394,P4114853,123089,P4114853,123089,P4003584,80394,7210575,7210575
P4115179,123194,P4115179,123194,P4003786,80466,P4115179,123194,P4115179,123194,P4003786,80466,7052526,7052526
P4115268,123229,P4115268,123229,P4004875,80856,P4115268,123229,P4115268,123229,P4004875,80856,P4201918,165449
P4115320,123249,P4115320,123249,P4004955,80894,P4115320,123249,P4115320,123249,P4004955,80894,P4201984,165479
P4115322,123250,P4115322,123250,P4004975,80900,P4115322,123250,P4115322,123250,P4004975,80900,P4157129,142200
P4115483,123317,P4115483,123317,P4004984,80906,P4115483,123317,P4115483,123317,P4004984,80906,P4157550,142365
P4115497,123323,P4115497,123323,P4005812,81220,P4115497,123323,P4115497,123323,P4005812,81220,P4157603,142388
P4115639,123372,P4115639,123372,P4006580,81454,P4115639,123372,P4115639,123372,P4006580,81454,7210613,7210613
P4115889,123458,P4115889,123458,P4006602,81458,P4115889,123458,P4115889,123458,P4006602,81458,7210701,7210701
P4116164,123563,P4116164,123563,P4006670,81479,P4116164,123563,P4116164,123563,P4006670,81479,7052603,7052603
P4116230,123591,P4116230,123591,P4007023,81600,P4116230,123591,P4116230,123591,P4007023,81600,7052607,7052607
P4117260,123979,P4117260,123979,P4007160,81641,P4117260,123979,P4117260,123979,P4007160,81641,P4158007,142575
P4117321,124005,P4117321,124005,P4007175,81651,P4117321,124005,P4117321,124005,P4007175,81651,P4158008,142576
P4117382,124028,P4117382,124028,P4007213,81665,P4117382,124028,P4117382,124028,P4007213,81665,P4202563,165756
P4117497,124066,P4117497,124066,P4007429,81742,P4117497,124066,P4117497,124066,P4007429,81742,P4202564,165757
P4117521,124071,P4117521,124071,P4007559,81784,P4117521,124071,P4117521,124071,P4007559,81784,7052780,7052780
P4117610,124103,P4117610,124103,P4007646,81804,P4117610,124103,P4117610,124103,P4007646,81804,P4158799,142932
P4117794,124166,P4117794,124166,P4007916,81900,P4117794,124166,P4117794,124166,P4007916,81900,P4158802,142934
P4117893,124210,P4117893,124210,P4008251,82041,P4117893,124210,P4117893,124210,P4008251,82041,P4159315,143147
P4118166,124292,P4118166,124292,P4008414,82082,P4118166,124292,P4118166,124292,P4008414,82082,P4159323,143153
P4118184,124301,P4118184,124301,P4008541,82129,P4118184,124301,P4118184,124301,P4008541,82129,P4159438,143211
P4118186,124302,P4118186,124302,P4008642,82177,P4118186,124302,P4118186,124302,P4008642,82177,7210793,7210793
P4118668,124473,P4118668,124473,P4008979,82278,P4118668,124473,P4118668,124473,P4008979,82278,P4203220,166107
P4118687,124485,P4118687,124485,P4009254,82374,P4118687,124485,P4118687,124485,P4009254,82374,P4203236,166117
P4118962,124609,P4118962,124609,P4009475,82465,P4118962,124609,P4118962,124609,P4009475,82465,P4203254,166129
P4119034,124638,P4119034,124638,P4009521,82477,P4119034,124638,P4119034,124638,P4009521,82477,P4203255,166130
P4119160,124693,P4119160,124693,P4009665,82529,P4119160,124693,P4119160,124693,P4009665,82529,P4160773,143788
P4119613,124868,P4119613,124868,P4009758,82564,P4119613,124868,P4119613,124868,P4009758,82564,P4160781,143793
P4119725,124920,P4119725,124920,P4010000,82633,P4119725,124920,P4119725,124920,P4010000,82633,7211162,7211162
P4119968,125025,P4119968,125025,P4010004,82635,P4119968,125025,P4119968,125025,P4010004,82635,P4203617,166326
P4120335,125184,P4120335,125184,P4010093,82659,P4120335,125184,P4120335,125184,P4010093,82659,7211282,7211282
P4120668,125320,P4120668,125320,P4010126,82667,P4120668,125320,P4120668,125320,P4010126,82667,P4162361,144560
P4120675,125322,P4120675,125322,P4010163,82685,P4120675,125322,P4120675,125322,P4010163,82685,P4162485,144624
P4120810,125374,P4120810,125374,P4010516,82804,P4120810,125374,P4120810,125374,P4010516,82804,P4162494,144630
P4120848,125385,P4120848,125385,P4010544,82817,P4120848,125385,P4120848,125385,P4010544,82817,P4162690,144724
P4121376,125629,P4121376,125629,P4010598,82835,P4121376,125629,P4121376,125629,P4010598,82835,P4203723,166383
P4121643,125752,P4121643,125752,P4010669,82858,P4121643,125752,P4121643,125752,P4010669,82858,P4203734,166386
P4121773,125831,P4121773,125831,P4010766,82896,P4121773,125831,P4121773,125831,P4010766,82896,P4163343,145016
P4122159,126024,P4122159,126024,P4010823,82908,P4122159,126024,P4122159,126024,P4010823,82908,7211351,7211351
P4122235,126060,P4122235,126060,P4010828,82910,P4122235,126060,P4122235,126060,P4010828,82910,7211362,7211362
P4122322,126101,P4122322,126101,P4011072,82972,P4122322,126101,P4122322,126101,P4011072,82972,P4204112,166575
P4122323,126102,P4122323,126102,P4011196,82999,P4122323,126102,P4122323,126102,P4011196,82999,P4164104,145376
P4122471,126185,P4122471,126185,P4011421,83040,P4122471,126185,P4122471,126185,P4011421,83040,7053635,7053635
P4122712,126300,P4122712,126300,P4011581,83074,P4122712,126300,P4122712,126300,P4011581,83074,7053640,7053640
P4122721,126306,P4122721,126306,P4011734,83117,P4122721,126306,P4122721,126306,P4011734,83117,7053644,7053644
P4122790,126329,P4122790,126329,P4011841,83154,P4122790,126329,P4122790,126329,P4011841,83154,P4204628,166856
P4122804,126336,P4122804,126336,P4011885,83173,P4122804,126336,P4122804,126336,P4011885,83173,7211655,7211655
P4123020,126425,P4123020,126425,P4012169,83284,P4123020,126425,P4123020,126425,P4012169,83284,S755137,7135674
P4124942,127231,P4124942,127231,P4012172,83286,P4124942,127231,P4124942,127231,P4012172,83286,7053733,7053733
P4124962,127240,P4124962,127240,P4012267,83316,P4124962,127240,P4124962,127240,P4012267,83316,7053815,7053815
P4125545,127496,P4125545,127496,P4012566,83424,P4125545,127496,P4125545,127496,P4012566,83424,7053822,7053822
P4125577,127516,P4125577,127516,P4012580,83428,P4125577,127516,P4125577,127516,P4012580,83428,P4165987,146225
P4125619,127540,P4125619,127540,P4012988,83561,P4125619,127540,P4125619,127540,P4012988,83561,P4166004,146237
P4125888,127663,P4125888,127663,P4013500,83677,P4125888,127663,P4125888,127663,P4013500,83677,P4166049,146251
P4125956,127694,P4125956,127694,P4013912,83789,P4125956,127694,P4125956,127694,P4013912,83789,P4166218,146338
P4126032,127727,P4126032,127727,P4014019,83829,P4126032,127727,P4126032,127727,P4014019,83829,P4166386,146420
P4126038,127732,P4126038,127732,P4014020,83830,P4126038,127732,P4126038,127732,P4014020,83830,P4166393,146426
P4126721,128055,P4126721,128055,P4014081,83852,P4126721,128055,P4126721,128055,P4014081,83852,P4204838,166970
P4126846,128108,P4126846,128108,P4014207,83889,P4126846,128108,P4126846,128108,P4014207,83889,P4204840,166972
P4126889,128127,P4126889,128127,P4014220,83893,P4126889,128127,P4126889,128127,P4014220,83893,7053929,7053929
P4127096,128221,P4127096,128221,P4014268,83900,P4127096,128221,P4127096,128221,P4014268,83900,P4166525,146504
