table_name,field_name,ordinal_mosaic,data_type_mosaic,size_text_mosaic,full_type_mosaic,max_length_mosaic,numeric_precision_mosaic,numeric_scale_mosaic,is_nullable_mosaic,raw_duplicate_row_count_mosaic,has_duplicate_rows_in_source_mosaic,has_within_source_type_conflict_mosaic,has_within_source_size_conflict_mosaic,has_within_source_nullable_conflict_mosaic,has_within_source_ordinal_conflict_mosaic,present_mosaic,ordinal_systemc,data_type_systemc,size_text_systemc,full_type_systemc,max_length_systemc,numeric_precision_systemc,numeric_scale_systemc,is_nullable_systemc,raw_duplicate_row_count_systemc,has_duplicate_rows_in_source_systemc,has_within_source_type_conflict_systemc,has_within_source_size_conflict_systemc,has_within_source_nullable_conflict_systemc,has_within_source_ordinal_conflict_systemc,present_systemc,ordinal_eclipse,data_type_eclipse,size_text_eclipse,full_type_eclipse,max_length_eclipse,numeric_precision_eclipse,numeric_scale_eclipse,is_nullable_eclipse,raw_duplicate_row_count_eclipse,has_duplicate_rows_in_source_eclipse,has_within_source_type_conflict_eclipse,has_within_source_size_conflict_eclipse,has_within_source_nullable_conflict_eclipse,has_within_source_ordinal_conflict_eclipse,present_eclipse,present_in_sources,present_in_all_3,same_field_presence_all_3,same_data_type_where_present,same_size_text_where_present,same_full_type_where_present,same_nullable_where_present,same_ordinal_where_present
ssd_dim_date,fiscal_year_end_date,,,,,,,,,,,,,,,False,20,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,fiscal_year_label,,,,,,,,,,,,,,,False,18,varchar,7,varchar(7),7,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,fiscal_year_start_date,,,,,,,,,,,,,,,False,19,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,fiscal_year_start_year,,,,,,,,,,,,,,,False,17,int,,int,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,full_date,,,,,,,,,,,,,,,False,2,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,is_weekend,,,,,,,,,,,,,,,False,10,bit,,bit,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,iso_week,,,,,,,,,,,,,,,False,8,tinyint,,tinyint,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,iso_year,,,,,,,,,,,,,,,False,7,int,,int,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,month_end_date,,,,,,,,,,,,,,,False,12,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,month_number,,,,,,,,,,,,,,,False,5,tinyint,,tinyint,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,month_start_date,,,,,,,,,,,,,,,False,11,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,quarter_end_date,,,,,,,,,,,,,,,False,14,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,quarter_start_date,,,,,,,,,,,,,,,False,13,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,year_end_date,,,,,,,,,,,,,,,False,16,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_dim_date,year_start_date,,,,,,,,,,,,,,,False,15,date,,date,,,,false,2.0,True,False,False,False,False,True,,,,,,,,,,,,,,,False,1,False,False,True,True,True,True,True
ssd_disability,disa_disability_code,3,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,false,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,false,2.0,True,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_disability,disa_person_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,false,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,false,2.0,True,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_disability,disa_table_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,2.0,True,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_early_help_episodes,earl_episode_end_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_early_help_episodes,earl_episode_end_reason,6,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,6,nvarchar,max,nvarchar(max),max,,,,2.0,True,False,False,False,False,True,6,text,,text,,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_early_help_episodes,earl_episode_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_early_help_episodes,earl_episode_organisation,7,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,7,nvarchar,max,nvarchar(max),max,,,,2.0,True,False,False,False,False,True,7,text,,text,,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_early_help_episodes,earl_episode_reason,5,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,max,nvarchar(max),max,,,,2.0,True,False,False,False,False,True,5,text,,text,,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_early_help_episodes,earl_episode_start_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_early_help_episodes,earl_episode_worker_id,8,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,8,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,8,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_early_help_episodes,earl_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_active_plans,ehcp_active_ehcp_id,1,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_active_plans,ehcp_active_ehcp_last_review_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_ehcp_active_plans,ehcp_ehcp_request_id,2,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_assessment,ehca_ehcp_assessment_exceptions,5,nvarchar,100,nvarchar(100),100.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,5,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_assessment,ehca_ehcp_assessment_id,1,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_assessment,ehca_ehcp_assessment_outcome,4,nvarchar,100,nvarchar(100),100.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,4,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_assessment,ehca_ehcp_assessment_outcome_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_ehcp_assessment,ehca_ehcp_request_id,2,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_named_plan,ehcn_ehcp_asmt_id,2,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_named_plan,ehcn_named_plan_ceased_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_ehcp_named_plan,ehcn_named_plan_ceased_reason,5,nvarchar,100,nvarchar(100),100.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,5,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_named_plan,ehcn_named_plan_id,1,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_named_plan,ehcn_named_plan_start_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_ehcp_requests,ehcr_ehcp_req_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_ehcp_requests,ehcr_ehcp_req_outcome,5,nvarchar,100,nvarchar(100),100.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,5,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_requests,ehcr_ehcp_req_outcome_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_ehcp_requests,ehcr_ehcp_request_id,1,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_ehcp_requests,ehcr_send_table_id,2,nvarchar,48,nvarchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_family,fami_family_id,,,,,,,,,,,,,,,False,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_family,fami_person_id,,,,,,,,,,,,,,,False,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_family,fami_table_id,,,,,,,,,,,,,,,False,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_immigration_status,immi_immigration_status,3,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,5,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_immigration_status,immi_immigration_status_end_date,5,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_immigration_status,immi_immigration_status_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_immigration_status,immi_immigration_status_start_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,False
ssd_immigration_status,immi_person_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_initial_cp_conference,icpc_cp_plan_id,5,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,5,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,5,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_icpc_date,9,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,9,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,9,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_initial_cp_conference,icpc_icpc_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_icpc_meeting_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_icpc_outcome_cp_flag,10,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,10,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,10,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_icpc_outcome_json,11,varchar,500,varchar(500),500.0,,,,1.0,False,False,False,False,False,True,11,nvarchar,1000,nvarchar(1000),1000,,,,2.0,True,False,False,False,False,True,11,varchar,1000.0,varchar(1000),1000.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_icpc_target_date,8,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,8,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,8,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_initial_cp_conference,icpc_icpc_team,12,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,12,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,12,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_icpc_transfer_in,7,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,7,nchar,1,nchar(1),1,,,,2.0,True,False,False,False,False,True,7,char,1.0,char(1),1.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_icpc_worker_id,13,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,13,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,13,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_person_id,4,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,4,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_referral_id,6,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,6,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,6,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_initial_cp_conference,icpc_s47_enquiry_id,3,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_involvements,invo_involvement_end_date,7,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,7,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,7,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_involvements,invo_involvement_start_date,6,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,6,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,6,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_involvements,invo_involvements_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_involvements,invo_person_id,,,,,,,,,,,,,,,False,5,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,5,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,False,False,False,False,False,True,True
ssd_involvements,invo_professional_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_involvements,invo_professional_role_id,3,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,200,nvarchar(200),200,,,,2.0,True,False,False,False,False,True,3,varchar,200.0,varchar(200),200.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_involvements,invo_professional_team,4,varchar,255,varchar(255),255.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,4,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_involvements,invo_referral_id,5,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,9,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,9,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,False
ssd_involvements,invo_worker_change_reason,8,varchar,200,varchar(200),200.0,,,,1.0,False,False,False,False,False,True,8,nvarchar,200,nvarchar(200),200,,,,2.0,True,False,False,False,False,True,8,varchar,200.0,varchar(200),200.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_legal_status,lega_legal_status,3,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,3,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_legal_status,lega_legal_status_end_date,5,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,5,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,5,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_legal_status,lega_legal_status_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_legal_status,lega_legal_status_start_date,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_legal_status,lega_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_linked_identifiers,link_identifier_type,3,varchar,20,varchar(20),20.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,3,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_linked_identifiers,link_identifier_value,4,varchar,20,varchar(20),20.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,4,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_linked_identifiers,link_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_linked_identifiers,link_table_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_linked_identifiers,link_valid_from_date,5,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,5,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,5,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_linked_identifiers,link_valid_to_date,6,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,6,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,6,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_missing,miss_missing_episode_end_date,5,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,5,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,5,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_missing,miss_missing_episode_start_date,3,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,3,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,3,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_missing,miss_missing_episode_type,4,varchar,100,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,4,nvarchar,100,nvarchar(100),100,,,,2.0,True,False,False,False,False,True,4,varchar,100.0,varchar(100),100.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_missing,miss_missing_rhi_accepted,7,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,7,nvarchar,2,nvarchar(2),2,,,,2.0,True,False,False,False,False,True,7,varchar,2.0,varchar(2),2.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_missing,miss_missing_rhi_offered,6,varchar,1,varchar(1),1.0,,,,1.0,False,False,False,False,False,True,6,nvarchar,2,nvarchar(2),2,,,,2.0,True,False,False,False,False,True,6,varchar,2.0,varchar(2),2.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_missing,miss_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_missing,miss_table_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_mother,moth_childs_dob,4,datetime,,datetime,,,,,1.0,False,False,False,False,False,True,4,datetime,,datetime,,,,,2.0,True,False,False,False,False,True,4,timestamp,,timestamp,,,,,1.0,False,False,False,False,False,True,3,True,True,False,True,False,True,True
ssd_mother,moth_childs_person_id,3,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,3,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_mother,moth_person_id,2,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,2,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,2,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
ssd_mother,moth_table_id,1,varchar,48,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,1,nvarchar,48,nvarchar(48),48,,,,2.0,True,False,False,False,False,True,1,varchar,48.0,varchar(48),48.0,,,,1.0,False,False,False,False,False,True,3,True,True,False,False,False,True,True
